round,group,parameter_count,coordinate_events,active_clients,firing_fraction,mean_abs_pre_reset_evidence,config_name,partition_seed,train_seed
1,stem,464,300,10,0.06465517241379311,0.0043552967486903075,event_t0125_q005,4900,94900
1,stage1.block1,4672,1454,10,0.031121575342465752,0.0028469612821936606,event_t0125_q005,4900,94900
1,stage1.block2,4672,897,10,0.01919948630136986,0.0022723260684870184,event_t0125_q005,4900,94900
1,stage2.block1,14528,6054,10,0.04167125550660793,0.0025913534802384673,event_t0125_q005,4900,94900
1,stage2.block2,18560,8406,10,0.04529094827586207,0.0029445043881423773,event_t0125_q005,4900,94900
1,stage3.block1,57728,28082,10,0.04864537139689579,0.0029560212045907975,event_t0125_q005,4900,94900
1,stage3.block2,73984,40684,10,0.05499026816608996,0.0031979028834030034,event_t0125_q005,4900,94900
1,head,650,2012,10,0.30953846153846154,0.015569902956485748,event_t0125_q005,4900,94900
2,stem,464,52,9,0.011206896551724138,0.003718959307298064,event_t0125_q005,4900,94900
2,stage1.block1,4672,286,10,0.006121575342465753,0.0025631931144744157,event_t0125_q005,4900,94900
2,stage1.block2,4672,158,9,0.003381849315068493,0.002092787646688521,event_t0125_q005,4900,94900
2,stage2.block1,14528,710,10,0.004887114537444934,0.0019484128919430078,event_t0125_q005,4900,94900
2,stage2.block2,18560,661,10,0.0035614224137931034,0.0022106659132987263,event_t0125_q005,4900,94900
2,stage3.block1,57728,3398,10,0.005886225055432372,0.002189570281188935,event_t0125_q005,4900,94900
2,stage3.block2,73984,5296,10,0.007158304498269897,0.002326917147729546,event_t0125_q005,4900,94900
2,head,650,1766,10,0.2716923076923077,0.01145623456686735,event_t0125_q005,4900,94900
3,stem,464,33,8,0.007112068965517242,0.0038135961163789033,event_t0125_q005,4900,94900
3,stage1.block1,4672,167,10,0.003574486301369863,0.0025514886947348714,event_t0125_q005,4900,94900
3,stage1.block2,4672,107,9,0.0022902397260273974,0.002131698792800307,event_t0125_q005,4900,94900
3,stage2.block1,14528,531,10,0.003655011013215859,0.0019592581782490017,event_t0125_q005,4900,94900
3,stage2.block2,18560,361,10,0.0019450431034482758,0.002223399351350963,event_t0125_q005,4900,94900
3,stage3.block1,57728,3252,10,0.0056333148558758315,0.002239575644489378,event_t0125_q005,4900,94900
3,stage3.block2,73984,5368,10,0.007255622837370242,0.002376396569889039,event_t0125_q005,4900,94900
3,head,650,1712,10,0.2633846153846154,0.010711821168661118,event_t0125_q005,4900,94900
4,stem,464,22,7,0.0047413793103448275,0.003916349913924933,event_t0125_q005,4900,94900
4,stage1.block1,4672,132,10,0.0028253424657534248,0.0025897979037836196,event_t0125_q005,4900,94900
4,stage1.block2,4672,82,10,0.0017551369863013698,0.0021704007289372385,event_t0125_q005,4900,94900
4,stage2.block1,14528,485,10,0.0033383810572687224,0.001993013941682875,event_t0125_q005,4900,94900
4,stage2.block2,18560,522,10,0.0028125,0.0022877524956129492,event_t0125_q005,4900,94900
4,stage3.block1,57728,4461,10,0.007727619179600887,0.0023414255818352105,event_t0125_q005,4900,94900
4,stage3.block2,73984,8183,10,0.011060499567474048,0.002501650678459555,event_t0125_q005,4900,94900
4,head,650,1671,10,0.2570769230769231,0.011741560138761997,event_t0125_q005,4900,94900
5,stem,464,13,7,0.0028017241379310344,0.004011688032187521,event_t0125_q005,4900,94900
5,stage1.block1,4672,144,10,0.0030821917808219177,0.0026242302497848868,event_t0125_q005,4900,94900
5,stage1.block2,4672,108,10,0.0023116438356164384,0.0022319694748148323,event_t0125_q005,4900,94900
5,stage2.block1,14528,623,10,0.004288270925110132,0.0020629764767363667,event_t0125_q005,4900,94900
5,stage2.block2,18560,692,10,0.003728448275862069,0.0023457243223674595,event_t0125_q005,4900,94900
5,stage3.block1,57728,4855,10,0.008410130266075387,0.002427928475663066,event_t0125_q005,4900,94900
5,stage3.block2,73984,8349,10,0.011284872404844291,0.002550547802820802,event_t0125_q005,4900,94900
5,head,650,1961,10,0.3016923076923077,0.012572225369513034,event_t0125_q005,4900,94900
6,stem,464,24,9,0.005172413793103448,0.004137309663929045,event_t0125_q005,4900,94900
6,stage1.block1,4672,108,10,0.0023116438356164384,0.0026579087832942607,event_t0125_q005,4900,94900
6,stage1.block2,4672,104,10,0.002226027397260274,0.0022798435646109285,event_t0125_q005,4900,94900
6,stage2.block1,14528,651,10,0.004481002202643172,0.002096918667666614,event_t0125_q005,4900,94900
6,stage2.block2,18560,695,10,0.0037446120689655174,0.002387207327410579,event_t0125_q005,4900,94900
6,stage3.block1,57728,4920,10,0.008522727272727272,0.0024899587500840426,event_t0125_q005,4900,94900
6,stage3.block2,73984,8232,10,0.011126730103806229,0.0025995397474616764,event_t0125_q005,4900,94900
6,head,650,1959,10,0.30138461538461536,0.012878934573382139,event_t0125_q005,4900,94900
7,stem,464,26,8,0.005603448275862069,0.0041921101976186035,event_t0125_q005,4900,94900
7,stage1.block1,4672,113,10,0.002418664383561644,0.0026971063343808055,event_t0125_q005,4900,94900
7,stage1.block2,4672,141,10,0.0030179794520547947,0.0023459239513613285,event_t0125_q005,4900,94900
7,stage2.block1,14528,813,10,0.005596090308370044,0.002157504018396139,event_t0125_q005,4900,94900
7,stage2.block2,18560,820,10,0.004418103448275862,0.0024463330628350377,event_t0125_q005,4900,94900
7,stage3.block1,57728,5870,10,0.010168375831485587,0.002576997573487461,event_t0125_q005,4900,94900
7,stage3.block2,73984,9022,10,0.012194528546712803,0.0026657692855224014,event_t0125_q005,4900,94900
7,head,650,1697,10,0.2610769230769231,0.012125325202941895,event_t0125_q005,4900,94900
8,stem,464,28,7,0.00603448275862069,0.004235912696458399,event_t0125_q005,4900,94900
8,stage1.block1,4672,144,10,0.0030821917808219177,0.002731166244484484,event_t0125_q005,4900,94900
8,stage1.block2,4672,118,9,0.0025256849315068493,0.0023850761586800217,event_t0125_q005,4900,94900
8,stage2.block1,14528,734,10,0.005052312775330397,0.0021822836948558687,event_t0125_q005,4900,94900
8,stage2.block2,18560,870,10,0.0046875,0.002485284744761884,event_t0125_q005,4900,94900
8,stage3.block1,57728,5805,10,0.010055778824833703,0.002626206981949508,event_t0125_q005,4900,94900
8,stage3.block2,73984,9526,10,0.012875756920415225,0.0027153812116011977,event_t0125_q005,4900,94900
8,head,650,1723,10,0.2650769230769231,0.0120937283616513,event_t0125_q005,4900,94900
9,stem,464,31,9,0.006681034482758621,0.004263308318331838,event_t0125_q005,4900,94900
9,stage1.block1,4672,127,10,0.0027183219178082193,0.0027518935268744825,event_t0125_q005,4900,94900
9,stage1.block2,4672,192,10,0.00410958904109589,0.0024648357182741167,event_t0125_q005,4900,94900
9,stage2.block1,14528,887,10,0.0061054515418502205,0.002241699513979256,event_t0125_q005,4900,94900
9,stage2.block2,18560,908,10,0.004892241379310345,0.0025308575015515087,event_t0125_q005,4900,94900
9,stage3.block1,57728,6809,10,0.011794969512195122,0.0027105885092169046,event_t0125_q005,4900,94900
9,stage3.block2,73984,10535,10,0.014239565311418685,0.002776315505616367,event_t0125_q005,4900,94900
9,head,650,1889,10,0.2906153846153846,0.012605231907218694,event_t0125_q005,4900,94900
10,stem,464,34,8,0.007327586206896552,0.00434994490351528,event_t0125_q005,4900,94900
10,stage1.block1,4672,163,9,0.0034888698630136986,0.0027815647423267364,event_t0125_q005,4900,94900
10,stage1.block2,4672,157,10,0.003360445205479452,0.0024877748568542303,event_t0125_q005,4900,94900
10,stage2.block1,14528,874,10,0.006015969162995595,0.0022798741701990366,event_t0125_q005,4900,94900
10,stage2.block2,18560,940,10,0.005064655172413793,0.002572977729141712,event_t0125_q005,4900,94900
10,stage3.block1,57728,6542,10,0.011332455654101995,0.002745059342123568,event_t0125_q005,4900,94900
10,stage3.block2,73984,9860,10,0.01332720588235294,0.002797262347303331,event_t0125_q005,4900,94900
10,head,650,1755,10,0.27,0.011748247034847736,event_t0125_q005,4900,94900
11,stem,464,34,9,0.007327586206896552,0.0043708523735404015,event_t0125_q005,4900,94900
11,stage1.block1,4672,181,10,0.0038741438356164385,0.002799519011750817,event_t0125_q005,4900,94900
11,stage1.block2,4672,306,10,0.006549657534246575,0.0025785520789213478,event_t0125_q005,4900,94900
11,stage2.block1,14528,1024,10,0.007048458149779736,0.002328423410654068,event_t0125_q005,4900,94900
11,stage2.block2,18560,1156,10,0.006228448275862069,0.002628475264646113,event_t0125_q005,4900,94900
11,stage3.block1,57728,7282,10,0.012614329268292684,0.0028162908041849733,event_t0125_q005,4900,94900
11,stage3.block2,73984,10975,10,0.014834288494809689,0.0028476451989263296,event_t0125_q005,4900,94900
11,head,650,1805,10,0.2776923076923077,0.012201465852558612,event_t0125_q005,4900,94900
12,stem,464,50,9,0.010775862068965518,0.004513393412344158,event_t0125_q005,4900,94900
12,stage1.block1,4672,199,10,0.004259417808219178,0.0028723810566589235,event_t0125_q005,4900,94900
12,stage1.block2,4672,232,10,0.004965753424657535,0.002587831253185868,event_t0125_q005,4900,94900
12,stage2.block1,14528,1160,10,0.007984581497797356,0.002383065689355135,event_t0125_q005,4900,94900
12,stage2.block2,18560,1345,10,0.00724676724137931,0.0026826916728168726,event_t0125_q005,4900,94900
12,stage3.block1,57728,7392,10,0.012804878048780487,0.0028551036957651377,event_t0125_q005,4900,94900
12,stage3.block2,73984,10903,10,0.014736970155709343,0.0028618414187803866,event_t0125_q005,4900,94900
